user_id,target
U000185,1
U000186,0
U000187,0
U000188,0
U000189,1
U000190,0
U000191,0
U000192,1
U000193,0
U000194,1
U000195,0
U000196,0
U000197,1
U000198,1
U000199,0
U000200,1
U000201,1
U000202,0
U000203,0
U000204,0
U000205,1
U000206,0
U000207,0
U000208,1
U000209,0
U000210,0
U000211,0
U000212,1
U000213,1
U000214,1
U000215,0
U000216,0
U000217,1
U000218,0
U000219,1
U000220,0
U000221,0
U000222,0
U000223,0
U000224,0
U000225,0
U000226,0
U000227,0
U000228,0
U000229,1
U000230,0
U000231,1
U000232,0
U000233,1
U000234,0
U000235,0
U000236,0
U000237,0
U000238,0
U000239,1
U000240,1
U000241,1
U000242,0
U000243,0
U000244,0
U000245,1
U000246,1
U000247,0
U000248,0
U000249,0
U000250,1
U000251,1
U000252,1
U000253,1
U000254,0
U000255,0
U000256,0
U000257,1
U000258,0
U000259,0
U000260,0
U000261,0
U000262,1
U000263,0
U000264,1
U000265,0
U000266,0
U000267,1
U000268,0
U000269,0
U000270,0
U000271,1
U000272,0
U000273,1
U000274,0
U000275,0
U000276,0
U000277,0
U000278,1
U000279,1
U000280,0
U000281,1
U000282,0
U000283,0
U000284,1
U000285,0
U000286,1
U000287,0
U000288,1
U000289,0
U000290,1
U000291,1
U000292,1
U000293,0
U000294,0
U000295,1
U000296,1
U000297,1
U000298,0
U000299,0
U000300,1
U000301,0
U000302,0
U000303,1
U000304,0
U000305,0
U000306,1
U000307,0
U000308,0
U000309,1
U000310,1
U000311,0
U000312,1
U000313,0
U000314,1
U000315,1
U000316,0
U000317,1
U000318,0
U000319,1
U000320,1
U000321,0
U000322,1
U000323,1
U000324,0
U000325,1
U000326,0
U000327,0
U000328,1
U000329,1
U000330,0
U000331,1
U000332,1
U000333,1
U000334,0
U000335,1
U000336,1
U000337,0
U000338,1
U000339,1
U000340,1
U000341,0
U000342,0
U000343,0
U000344,0
U000345,1
U000346,1
U000347,0
U000348,0
U000349,0
U000350,1
U000351,0
U000352,0
U000353,0
U000354,0
U000355,0
U000356,1
U000357,0
U000358,0
U000359,1
U000360,0
U000361,1
U000362,0
U000363,0
U000364,0
U000365,1
U000366,0
U000367,1
U000368,0
U000369,0
U000370,0
U000371,1
U000372,0
U000373,0
U000374,0
U000375,0
U000376,1
U000377,1
U000378,0
U000379,1
U000380,0
U000381,1
U000382,0
U000383,0
U000384,1
U000385,0
U000386,0
U000387,1
U000388,1
U000389,0
U000390,1
U000391,1
U000392,0
U000393,1
U000394,0
U000395,1
U000396,1
U000397,0
U000398,1
U000399,1
U000400,1
U000401,1
U000402,1
U000403,0
U000404,1
U000405,0
U000406,1
U000407,0
U000408,1
U000409,1
U000410,1
U000411,0
U000412,1
U000413,0
U000414,0
U000415,0
U000416,0
U000417,0
U000418,1
U000419,1
U000420,1
U000421,0
U000422,0
U000423,1
U000424,0
U000425,1
U000426,1
U000427,0
U000428,0
U000429,0
U000430,0
U000431,0
U000432,0
U000433,0
U000434,0
U000435,1
U000436,0
U000437,0
U000438,1
U000439,0
U000440,1
U000441,0
U000442,1
U000443,0
U000444,0
U000445,0
U000446,1
U000447,1
U000448,0
U000449,0
U000450,1
U000451,1
U000452,1
U000453,0
U000454,0
U000455,0
U000456,1
U000457,0
U000458,0
U000459,0
U000460,0
U000461,0
U000462,1
U000463,0
U000464,1
U000465,0
U000466,0
U000467,1
U000468,1
U000469,0
U000470,0
U000471,1
U000472,0
U000473,0
U000474,0
U000475,1
U000476,1
U000477,0
U000478,0
U000479,0
U000480,0
U000481,0
U000482,0
U000483,0
U000484,0
U000485,1
U000486,0
U000487,1
U000488,1
U000489,0
U000490,1
U000491,0
U000492,1
U000493,0
U000494,0
U000495,1
U000496,1
U000497,0
U000498,1
U000499,0
U000500,0
U000501,1
U000502,1
U000503,0
U000504,1
U000505,0
U000506,1
U000507,1
U000508,1
U000509,1
U000510,0
U000511,1
U000512,0
U000513,0
U000514,0
U000515,0
U000516,0
U000517,1
U000518,1
U000519,1
U000520,0
U000521,0
U000522,0
U000523,0
U000524,0
U000525,0
U000526,0
U000527,0
U000528,1
U000529,0
U000530,0
U000531,1
U000532,0
U000533,0
U000534,1
U000535,1
U000536,0
U000537,1
U000538,0
U000539,0
U000540,1
U000541,0
U000542,1
U000543,0
U000544,1
U000545,1
U000546,1
U000547,0
U000548,0
U000549,1
U000550,0
U000551,0
U000552,1
U000553,0
U000554,1
U000555,0
U000556,1
U000557,1
U000558,1
U000559,0
U000560,1
U000561,0
U000562,1
U000563,1
U000564,1
U000565,0
U000566,0
U000567,0
U000568,0
U000569,0
U000570,1
U000571,1
U000572,0
U000573,1
U000574,1
U000575,0
U000576,0
U000577,0
U000578,0
U000579,1
U000580,0
U000581,0
U000582,0
U000583,0
U000584,0
U000585,0
U000586,1
U000587,0
U000588,1
U000589,0
U000590,0
U000591,1
U000592,1
U000593,1
U000594,0
U000595,0
U000596,0
U000597,0
U000598,0
U000599,0
U000600,1
U000601,1
U000602,0
U000603,1
U000604,0
U000605,1
U000606,0
U000607,0
U000608,1
U000609,0
U000610,0
U000611,0
U000612,0
U000613,1
U000614,1
U000615,1
U000616,0
U000617,0
U000618,1
U000619,0
U000620,1
U000621,0
U000622,1
U000623,0
U000624,0
U000625,1
U000626,0
U000627,0
U000628,1
U000629,0
U000630,1
U000631,1
U000632,1
U000633,0
U000634,1
U000635,0
U000636,0
U000637,0
U000638,0
U000639,0
U000640,0
U000641,1
U000642,1
U000643,1
U000644,0
U000645,0
U000646,0
U000647,1
U000648,0
U000649,0
U000650,1
U000651,1
U000652,0
U000653,0
U000654,0
U000655,0
U000656,0
U000657,0
U000658,0
U000659,1
U000660,1
U000661,0
U000662,0
U000663,0
U000664,0
U000665,1
U000666,0
U000667,1
U000668,0
U000669,1
U000670,0
U000671,0
U000672,0
U000673,1
U000674,1
U000675,1
U000676,0
U000677,1
U000678,1
U000679,0
U000680,0
U000681,0
U000682,1
U000683,0
U000684,1
U000685,0
U000686,0
U000687,0
U000688,0
U000689,0
U000690,1
U000691,0
U000692,0
U000693,0
U000694,1
U000695,0
U000696,0
U000697,1
U000698,1
U000699,0
U000700,0
U000701,0
U000702,0
U000703,0
U000704,0
U000705,1
U000706,1
U000707,0
U000708,0
U000709,1
U000710,0
U000711,0
U000712,1
U000713,0
U000714,1
U000715,0
U000716,1
U000717,0
U000718,0
U000719,0
U000720,0
U000721,0
U000722,1
U000723,0
U000724,0
U000725,0
U000726,0
U000727,1
U000728,0
U000729,1
U000730,0
U000731,0
U000732,1
U000733,0
U000734,0
U000735,0
U000736,1
U000737,0
U000738,0
U000739,0
U000740,0
U000741,0
U000742,0
U000743,0
U000744,1
U000745,1
U000746,0
U000747,1
U000748,1
U000749,1
U000750,1
U000751,0
U000752,0
U000753,0
U000754,0
U000755,1
U000756,1
U000757,0
U000758,0
U000759,0
U000760,1
U000761,1
U000762,0
U000763,0
U000764,0
U000765,0
U000766,0
U000767,1
U000768,1
U000769,0
U000770,0
U000771,0
U000772,0
U000773,1
U000774,0
U000775,0
U000776,1
U000777,0
U000778,0
U000779,1
U000780,1
U000781,0
U000782,0
U000783,0
U000784,0
U000785,0
U000786,1
U000787,1
U000788,0
U000789,1
U000790,0
U000791,1
U000792,0
U000793,0
U000794,0
U000795,1
U000796,1
U000797,0
U000798,1
U000799,1
U000800,0
U000801,1
U000802,1
U000803,1
U000804,1
U000805,0
U000806,0
U000807,1
U000808,0
U000809,1
U000810,0
U000811,0
U000812,1
U000813,1
U000814,0
U000815,0
U000816,0
U000817,0
U000818,1
U000819,1
U000820,0
U000821,0
U000822,0
U000823,0
U000824,1
U000825,0
U000826,0
U000827,0
U000828,0
U000829,1
U000830,0
U000831,1
U000832,1
U000833,0
U000834,0
U000835,0
U000836,0
U000837,0
U000838,0
U000839,0
U000840,0
U000841,0
U000842,1
U000843,0
U000844,0
U000845,0
U000846,0
U000847,1
U000848,0
U000849,0
U000850,0
U000851,1
U000852,0
U000853,0
U000854,0
U000855,0
U000856,0
U000857,1
U000858,0
U000859,0
U000860,0
U000861,1
U000862,1
U000863,0
U000864,0
U000865,0
U000866,1
U000867,0
U000868,1
U000869,0
U000870,0
U000871,1
U000872,1
U000873,0
U000874,1
U000875,0
U000876,0
U000877,0
U000878,0
U000879,0
U000880,0
U000881,1
U000882,1
U000883,0
U000884,0
U000885,0
U000886,0
U000887,0
U000888,0
U000889,1
U000890,0
U000891,1
U000892,0
U000893,0
U000894,0
U000895,0
U000896,1
U000897,0
U000898,1
U000899,0
U000900,1
U000901,1
U000902,0
U000903,0
U000904,1
U000905,0
U000906,1
U000907,0
U000908,0
U000909,0
U000910,0
U000911,0
U000912,1
U000913,0
U000914,1
U000915,1
U000916,0
U000917,0
U000918,0
U000919,1
U000920,1
U000921,0
U000922,0
U000923,1
U000924,1
U000925,0
U000926,0
U000927,1
U000928,0
U000929,0
U000930,1
U000931,0
U000932,0
U000933,0
U000934,0
U000935,0
U000936,0
U000937,0
U000938,1
U000939,1
U000940,0
U000941,0
U000942,0
U000943,0
U000944,0
U000945,1
U000946,0
U000947,1
U000948,1
U000949,0
U000950,0
U000951,0
U000952,0
U000953,0
U000954,0
U000955,0
U000956,1
U000957,1
U000958,0
U000959,0
U000960,0
U000961,0
U000962,1
U000963,0
U000964,0
U000965,1
U000966,1
U000967,1
U000968,1
U000969,0
U000970,1
U000971,0
U000972,0
U000973,0
U000974,0
U000975,0
U000976,0
U000977,0
U000978,1
U000979,1
U000980,0
U000981,0
U000982,0
U000983,1
U000984,0
U000985,0
U000986,1
U000987,1
U000988,1
U000989,0
U000990,0
U000991,0
U000992,1
U000993,1
U000994,1
U000995,1
U000996,1
U000997,1
U000998,0
U000999,0
U001000,0
U001001,0
U001002,0
U001003,0
U001004,0
U001005,0
U001006,1
U001007,1
U001008,0
U001009,1
U001010,1
U001011,1
U001012,1
U001013,1
U001014,1
U001015,0
U001016,0
U001017,0
U001018,0
U001019,0
U001020,1
U001021,1
U001022,0
U001023,0
U001024,0
U001025,1
U001026,0
U001027,0
U001028,0
U001029,0
U001030,0
U001031,1
U001032,1
U001033,0
U001034,0
U001035,0
U001036,0
U001037,0
U001038,1
U001039,1
U001040,1
U001041,0
U001042,0
U001043,0
U001044,0
U001045,0
U001046,0
U001047,0
U001048,0
U001049,1
U001050,0
U001051,1
U001052,0
U001053,1
U001054,1
U001055,0
U001056,0
U001057,1
U001058,0
U001059,1
U001060,0
U001061,0
U001062,0
U001063,1
U001064,1
U001065,0
U001066,0
U001067,0
U001068,1
U001069,1
U001070,1
U001071,0
U001072,0
U001073,0
U001074,0
U001075,1
U001076,1
U001077,1
U001078,0
U001079,0
U001080,0
U001081,0
U001082,1
U001083,1
U001084,0
U001085,0
U001086,1
U001087,0
U001088,0
U001089,1
U001090,1
U001091,0
U001092,1
U001093,1
U001094,1
U001095,1
U001096,1
U001097,1
U001098,0
U001099,0
U001100,0
U001101,0
U001102,1
U001103,0
U001104,1
U001105,0
U001106,1
U001107,0
U001108,1
U001109,1
U001110,1
U001111,0
U001112,0
U001113,1
U001114,0
U001115,0
U001116,0
U001117,1
U001118,1
U001119,0
U001120,1
U001121,0
U001122,0
U001123,0
U001124,0
U001125,0
U001126,1
U001127,0
U001128,1
U001129,0
U001130,0
U001131,1
U001132,1
U001133,0
U001134,0
U001135,0
U001136,1
U001137,1
U001138,0
U001139,0
U001140,1
U001141,0
U001142,0
U001143,0
U001144,0
U001145,0
U001146,0
U001147,1
U001148,0
U001149,1
U001150,1
U001151,0
U001152,0
U001153,0
U001154,1
U001155,1
U001156,0
U001157,0
U001158,1
U001159,1
U001160,0
U001161,1
U001162,0
U001163,0
U001164,0
U001165,1
U001166,1
U001167,1
U001168,0
U001169,1
U001170,1
U001171,1
U001172,0
U001173,1
U001174,0
U001175,0
U001176,0
U001177,1
U001178,0
U001179,1
U001180,0
U001181,1
U001182,1
U001183,1
U001184,0
U001185,0
U001186,0
U001187,0
U001188,1
U001189,1
U001190,1
U001191,1
U001192,0
U001193,1
U001194,0
U001195,0
U001196,0
U001197,0
U001198,1
U001199,1
U001200,0
U001201,1
U001202,0
U001203,0
U001204,0
U001205,0
U001206,1
U001207,1
U001208,1
U001209,1
U001210,1
U001211,0
U001212,1
U001213,1
U001214,1
U001215,0
U001216,1
U001217,0
U001218,0
U001219,0
U001220,1
U001221,1
U001222,0
U001223,0
U001224,1
U001225,0
U001226,0
U001227,0
U001228,0
U001229,0
U001230,0
U001231,1
U001232,0
U001233,0
U001234,1
U001235,1
U001236,1
U001237,1
U001238,1
U001239,1
U001240,0
U001241,1
U001242,1
U001243,1
U001244,1
U001245,0
U001246,0
U001247,1
U001248,0
U001249,1
U001250,1
U001251,0
U001252,0
U001253,0
U001254,0
U001255,1
U001256,0
U001257,1
U001258,1
U001259,1
U001260,0
U001261,0
U001262,1
U001263,0
U001264,0
U001265,1
U001266,1
U001267,0
U001268,1
U001269,1
U001270,0
U001271,1
U001272,0
U001273,1
U001274,0
U001275,1
U001276,1
U001277,0
U001278,1
U001279,0
U001280,0
U001281,0
U001282,1
U001283,0
U001284,0
U001285,0
U001286,0
U001287,0
U001288,0
U001289,0
U001290,0
U001291,0
U001292,0
U001293,0
U001294,0
U001295,1
U001296,1
U001297,1
U001298,1
U001299,1
U001300,0
U001301,0
U001302,0
U001303,1
U001304,0
U001305,1
U001306,1
U001307,1
U001308,0
U001309,0
U001310,1
U001311,0
U001312,0
U001313,0
U001314,0
U001315,0
U001316,1
U001317,0
U001318,0
U001319,0
U001320,0
U001321,1
U001322,0
U001323,0
U001324,1
U001325,1
U001326,1
U001327,1
U001328,0
U001329,1
U001330,0
U001331,1
U001332,1
U001333,1
U001334,1
U001335,0
U001336,0
U001337,0
U001338,1
U001339,1
U001340,0
U001341,1
U001342,1
U001343,0
U001344,0
U001345,1
U001346,0
U001347,0
U001348,0
U001349,1
U001350,0
U001351,0
U001352,0
U001353,1
U001354,0
U001355,1
U001356,1
U001357,0
U001358,0
U001359,1
U001360,1
U001361,0
U001362,0
U001363,0
U001364,0
U001365,1
U001366,0
U001367,1
U001368,0
U001369,0
U001370,1
U001371,1
U001372,1
U001373,0
U001374,1
U001375,0
U001376,0
U001377,0
U001378,0
U001379,1
U001380,1
U001381,0
U001382,1
U001383,1
U001384,0
U001385,1
U001386,1
U001387,1
U001388,0
U001389,0
U001390,1
U001391,0
U001392,1
U001393,1
U001394,1
U001395,1
U001396,1
U001397,1
U001398,1
U001399,0
U001400,0
U001401,0
U001402,1
U001403,0
U001404,1
U001405,1
U001406,1
U001407,0
U001408,0
U001409,0
U001410,0
U001411,1
U001412,0
U001413,0
U001414,1
U001415,1
U001416,1
U001417,0
U001418,0
U001419,1
U001420,0
U001421,1
U001422,1
U001423,0
U001424,1
U001425,0
U001426,0
U001427,1
U001428,0
U001429,0
U001430,1
U001431,1
U001432,0
U001433,0
U001434,1
U001435,0
U001436,0
U001437,1
U001438,0
U001439,1
U001440,1
U001441,0
U001442,0
U001443,0
U001444,0
U001445,0
U001446,0
U001447,1
U001448,1
U001449,1
U001450,1
U001451,0
U001452,0
U001453,0
U001454,0
U001455,0
U001456,0
U001457,0
U001458,0
U001459,0
U001460,1
U001461,0
U001462,0
U001463,0
U001464,1
U001465,0
U001466,1
U001467,0
U001468,0
U001469,0
U001470,0
U001471,1
U001472,1
U001473,0
U001474,1
U001475,0
U001476,0
U001477,1
U001478,1
U001479,1
U001480,0
U001481,0
U001482,1
U001483,1
U001484,0
U001485,1
U001486,0
U001487,0
U001488,0
U001489,1
U001490,1
U001491,0
U001492,0
U001493,0
U001494,0
U001495,1
U001496,0
U001497,1
U001498,0
U001499,0
U001500,1
U001501,0
U001502,0
U001503,0
U001504,1
U001505,1
U001506,0
U001507,0
U001508,1
U001509,1
U001510,0
U001511,1
U001512,0
U001513,0
U001514,1
U001515,1
U001516,0
U001517,1
U001518,0
U001519,1
U001520,0
U001521,1
U001522,0
U001523,0
U001524,0
U001525,0
U001526,0
U001527,1
U001528,0
U001529,0
U001530,1
U001531,0
U001532,0
U001533,0
U001534,1
U001535,0
U001536,1
U001537,1
U001538,1
U001539,1
U001540,0
U001541,1
U001542,1
U001543,0
U001544,0
U001545,0
U001546,0
U001547,0
U001548,1
U001549,0
U001550,0
U001551,0
U001552,0
U001553,0
U001554,1
U001555,1
U001556,1
U001557,0
U001558,0
U001559,0
U001560,0
U001561,1
U001562,0
U001563,0
U001564,1
U001565,1
U001566,0
U001567,0
U001568,1
U001569,0
U001570,0
U001571,1
U001572,1
U001573,0
U001574,0
U001575,1
U001576,1
U001577,0
U001578,0
U001579,0
U001580,0
U001581,1
U001582,0
U001583,0
U001584,1
U001585,0
U001586,1
U001587,0
U001588,0
U001589,0
U001590,1
U001591,0
U001592,0
U001593,1
U001594,1
U001595,0
U001596,0
U001597,1
U001598,0
U001599,0
U001600,1
U001601,0
U001602,0
U001603,0
U001604,1
U001605,0
U001606,0
U001607,1
U001608,1
U001609,0
U001610,0
U001611,0
U001612,1
U001613,0
U001614,0
U001615,0
U001616,0
U001617,0
U001618,0
U001619,1
U001620,0
U001621,0
U001622,1
U001623,0
U001624,1
U001625,1
U001626,0
U001627,0
U001628,0
U001629,0
U001630,1
U001631,1
U001632,1
U001633,0
U001634,1
U001635,1
U001636,0
U001637,0
U001638,0
U001639,1
U001640,0
U001641,1
U001642,1
U001643,0
U001644,0
U001645,0
U001646,0
U001647,0
U001648,0
U001649,0
U001650,0
U001651,0
U001652,0
U001653,1
U001654,0
U001655,1
U001656,0
U001657,1
U001658,0
U001659,1
U001660,1
U001661,0
U001662,1
U001663,1
U001664,1
U001665,1
U001666,1
U001667,0
U001668,0
U001669,0
U001670,0
U001671,1
U001672,1
U001673,1
U001674,0
U001675,0
U001676,0
U001677,0
U001678,0
U001679,0
U001680,1
U001681,0
U001682,0
U001683,1
U001684,0
U001685,0
U001686,0
U001687,1
U001688,1
U001689,0
U001690,0
U001691,0
U001692,0
U001693,1
U001694,1
U001695,0
U001696,1
U001697,0
U001698,0
U001699,0
U001700,0
U001701,1
U001702,0
U001703,1
U001704,0
U001705,0
U001706,1
U001707,0
U001708,0
U001709,0
U001710,0
U001711,1
U001712,1
U001713,0
U001714,0
U001715,0
U001716,0
U001717,1
U001718,0
U001719,1
U001720,0
U001721,1
U001722,0
U001723,0
U001724,1
U001725,0
U001726,0
U001727,0
U001728,1
U001729,1
U001730,0
U001731,0
U001732,1
U001733,0
U001734,1
U001735,0
U001736,0
U001737,1
U001738,0
U001739,1
U001740,1
U001741,1
U001742,1
U001743,0
U001744,1
U001745,1
U001746,0
U001747,0
U001748,0
U001749,0
U001750,0
U001751,1
U001752,1
U001753,1
U001754,0
U001755,0
U001756,0
U001757,1
U001758,1
U001759,0
U001760,0
U001761,0
U001762,1
U001763,1
U001764,0
U001765,0
U001766,0
U001767,0
U001768,0
U001769,0
U001770,0
U001771,0
U001772,0
U001773,0
U001774,0
U001775,0
U001776,0
U001777,1
U001778,0
U001779,0
U001780,1
U001781,0
U001782,1
U001783,0
U001784,0
U001785,1
U001786,0
U001787,1
U001788,1
U001789,1
U001790,0
U001791,1
U001792,1
U001793,1
U001794,0
U001795,1
U001796,1
U001797,0
U001798,1
U001799,0
U001800,1
U001801,1
U001802,0
U001803,0
U001804,1
U001805,0
U001806,1
U001807,1
U001808,0
U001809,0
U001810,1
U001811,1
U001812,1
U001813,0
U001814,1
U001815,1
U001816,0
U001817,1
U001818,0
U001819,0
U001820,1
U001821,1
U001822,1
U001823,0
U001824,0
U001825,1
U001826,0
U001827,1
U001828,1
U001829,0
U001830,0
U001831,1
U001832,1
U001833,0
U001834,0
U001835,1
U001836,0
U001837,1
U001838,1
U001839,0
U001840,0
U001841,0
U001842,1
U001843,1
U001844,0
U001845,0
U001846,1
U001847,0
U001848,1
U001849,0
U001850,0
U001851,0
U001852,0
U001853,1
U001854,0
U001855,0
U001856,0
U001857,0
U001858,1
U001859,0
U001860,0
U001861,0
U001862,0
U001863,0
U001864,0
U001865,0
U001866,1
U001867,1
U001868,0
U001869,1
U001870,0
U001871,0
U001872,1
U001873,1
U001874,1
U001875,1
U001876,1
U001877,1
U001878,1
U001879,0
U001880,1
U001881,1
U001882,0
U001883,0
U001884,0
U001885,0
U001886,0
U001887,0
U001888,1
U001889,0
U001890,1
U001891,0
U001892,1
U001893,0
U001894,0
U001895,1
U001896,0
U001897,1
U001898,0
U001899,0
U001900,1
U001901,1
U001902,1
U001903,0
U001904,0
U001905,0
U001906,0
U001907,0
U001908,0
U001909,1
U001910,0
U001911,0
U001912,1
U001913,1
U001914,0
U001915,1
U001916,0
U001917,0
U001918,1
U001919,0
U001920,0
U001921,0
U001922,0
U001923,0
U001924,1
U001925,1
U001926,0
U001927,0
U001928,0
U001929,0
U001930,0
U001931,0
U001932,0
U001933,0
U001934,1
U001935,0
U001936,1
U001937,1
U001938,0
U001939,0
U001940,1
U001941,0
U001942,1
U001943,0
U001944,0
U001945,0
U001946,1
U001947,0
U001948,1
U001949,1
U001950,1
U001951,1
U001952,0
U001953,0
U001954,0
U001955,0
U001956,1
U001957,0
U001958,1
U001959,1
U001960,1
U001961,0
U001962,1
U001963,0
U001964,1
U001965,0
U001966,0
U001967,1
U001968,0
U001969,0
U001970,0
U001971,1
U001972,1
U001973,0
U001974,0
U001975,0
U001976,0
U001977,0
U001978,0
U001979,1
U001980,0
U001981,0
U001982,1
U001983,1
U001984,0
U001985,1
U001986,0
U001987,1
U001988,0
U001989,1
U001990,1
U001991,0
U001992,0
U001993,0
U001994,1
U001995,1
U001996,1
U001997,0
U001998,1
U001999,0
U002000,1
U002001,0
U002002,0
U002003,1
U002004,0
U002005,0
U002006,0
U002007,1
U002008,0
U002009,0
U002010,1
U002011,1
U002012,0
U002013,0
U002014,1
U002015,1
U002016,0
U002017,0
U002018,0
U002019,1
U002020,1
U002021,1
U002022,1
U002023,1
U002024,1
U002025,0
U002026,1
U002027,1
U002028,0
U002029,1
U002030,1
U002031,0
U002032,0
U002033,0
U002034,0
U002035,1
U002036,0
U002037,1
U002038,0
U002039,0
U002040,1
U002041,1
U002042,0
U002043,0
U002044,0
U002045,1
U002046,0
U002047,1
U002048,0
U002049,0
U002050,0
U002051,1
U002052,0
U002053,0
U002054,0
U002055,0
U002056,0
U002057,1
U002058,0
U002059,1
U002060,0
U002061,0
U002062,1
U002063,0
U002064,1
U002065,1
U002066,1
U002067,0
U002068,0
U002069,0
U002070,0
U002071,0
U002072,1
U002073,1
U002074,0
U002075,1
U002076,1
U002077,0
U002078,0
U002079,0
U002080,0
U002081,0
U002082,0
U002083,0
U002084,0
U002085,1
U002086,1
U002087,1
U002088,0
U002089,0
U002090,0
U002091,1
U002092,0
U002093,1
U002094,0
U002095,0
U002096,1
U002097,1
U002098,0
U002099,1
U002100,1
U002101,1
U002102,0
U002103,1
U002104,0
U002105,1
U002106,1
U002107,0
U002108,0
U002109,1
U002110,0
U002111,1
U002112,1
U002113,1
U002114,1
U002115,0
U002116,0
U002117,0
U002118,1
U002119,1
U002120,0
U002121,0
U002122,1
U002123,0
U002124,0
U002125,0
U002126,1
U002127,0
U002128,0
U002129,0
U002130,0
U002131,1
U002132,0
U002133,1
U002134,1
U002135,1
U002136,1
U002137,0
U002138,0
U002139,1
U002140,0
U002141,0
U002142,0
U002143,0
U002144,1
U002145,1
U002146,1
U002147,1
U002148,0
U002149,1
U002150,0
U002151,0
U002152,1
U002153,0
U002154,0
U002155,0
U002156,1
U002157,1
U002158,0
U002159,1
U002160,0
U002161,0
U002162,0
U002163,1
U002164,0
U002165,0
U002166,0
U002167,0
U002168,1
U002169,0
U002170,0
U002171,0
U002172,0
U002173,0
U002174,0
U002175,0
U002176,0
U002177,1
U002178,0
U002179,0
U002180,0
U002181,1
U002182,1
U002183,0
U002184,1
U002185,0
U002186,0
U002187,0
U002188,1
U002189,0
U002190,0
U002191,0
U002192,0
U002193,0
U002194,1
U002195,0
U002196,1
U002197,0
U002198,0
U002199,1
U002200,0
U002201,1
U002202,1
U002203,0
U002204,0
U002205,1
U002206,0
U002207,0
U002208,0
U002209,0
U002210,0
U002211,0
U002212,0
U002213,1
U002214,0
U002215,0
U002216,0
U002217,1
U002218,0
U002219,0
U002220,1
U002221,1
U002222,1
U002223,1
U002224,0
U002225,0
U002226,0
U002227,0
U002228,0
U002229,1
U002230,1
U002231,1
U002232,0
U002233,1
U002234,0
U002235,0
U002236,0
U002237,0
U002238,1
U002239,0
U002240,1
U002241,0
U002242,0
U002243,0
U002244,0
U002245,0
U002246,1
U002247,0
U002248,0
U002249,0
U002250,0
U002251,0
U002252,1
U002253,1
U002254,1
U002255,0
U002256,0
U002257,0
U002258,1
U002259,0
U002260,1
U002261,0
U002262,0
U002263,0
U002264,0
U002265,1
U002266,0
U002267,1
U002268,0
U002269,1
U002270,0
U002271,0
U002272,0
U002273,0
U002274,0
U002275,0
U002276,0
U002277,0
U002278,0
U002279,0
U002280,0
U002281,0
U002282,1
U002283,0
U002284,0
U002285,0
U002286,0
U002287,0
U002288,1
U002289,0
U002290,0
U002291,1
U002292,0
U002293,0
U002294,1
U002295,0
U002296,0
U002297,0
U002298,0
U002299,0
U002300,1
U002301,0
U002302,0
U002303,0
U002304,0
U002305,0
U002306,1
U002307,0
U002308,0
U002309,0
U002310,0
U002311,0
U002312,0
U002313,1
U002314,0
U002315,1
U002316,0
U002317,0
U002318,1
U002319,0
U002320,0
U002321,1
U002322,0
U002323,1
U002324,0
U002325,1
U002326,1
U002327,1
U002328,0
U002329,0
U002330,1
U002331,0
